Gene_name	CDS_length
Cflo_03406--XP_624960.2_APIME	11882
Cflo_03407--XP_001121845.1_APIME	526
Cflo_03410--XP_001122374.1_APIME	339
Cflo_03412--XP_625143.2_APIME	1668
Cflo_03413--XP_395447.3_APIME	7792
Cflo_07281--XP_393168.3_APIME	1816
Cflo_07279--XP_393167.3_APIME	515
Cflo_07276--NA	1012
Cflo_07275--NA	572
Cflo_07274--NA	688
Cflo_07272--XP_395048.3_APIME	3476
Cflo_07271--XP_001121677.1_APIME	338
Cflo_07270--XP_001122960.1_APIME	641
Cflo_07269--NA	275
Cflo_07267--XP_001602210.1_NASVI	776
Cflo_07266--XP_001121560.1_APIME	848
Cflo_07257--XP_001120114.1_APIME	1517
Cflo_07255--XP_001607279.1_NASVI	1028
Cflo_07254--XP_623258.1_APIME	3587
Cflo_07252--XP_392565.1_APIME	563
Cflo_07251--XP_392905.2_APIME	1144
Cflo_07249--XP_623608.1_APIME	1819
Cflo_07247--XP_001120790.1_APIME	2230
Cflo_07244--XP_397167.3_APIME	1384
Cflo_07240--XP_392834.3_APIME	1180
Cflo_07238--NA	4536
Cflo_07237--XP_624692.1_APIME	686
Cflo_07239--XP_395487.3_APIME	1354
Cflo_07241--XP_394888.3_APIME	1493
Cflo_07243--XP_396966.2_APIME	1684
Cflo_07245--XP_001120759.1_APIME	937
Cflo_07248--XP_001121874.1_APIME	1376
Cflo_07250--FBpp0078189_DROME	1050
Cflo_07253--XP_395613.2_APIME	1115
Cflo_07256--XP_395695.2_APIME	1164
Cflo_07258--XP_001122980.1_APIME	952
Cflo_07259--XP_395179.2_APIME	2940
Cflo_07260--XP_393868.3_APIME	1595
Cflo_07262--XP_001123050.1_APIME	2497
Cflo_07263--XP_623512.2_APIME	1619
Cflo_07264--XP_392843.1_APIME	891
Cflo_07265--XP_001121506.1_APIME	4216
Cflo_07268--XP_395411.2_APIME	2323
Cflo_07273--XP_392754.2_APIME	2135
Cflo_07277--XP_001605823.1_NASVI	1311
Cflo_07278--XP_393166.2_APIME	826
Cflo_03944--XP_001606176.1_NASVI	560
Cflo_03943--XP_396132.3_APIME	4309
Cflo_03939--XP_001122116.1_APIME	1936
Cflo_03937--XP_392020.3_APIME	1603
Cflo_03936--XP_397501.3_APIME	894
Cflo_03935--NA	209
Cflo_03934--XP_001122027.1_APIME	230
Cflo_03928--XP_394008.3_APIME	1029
Cflo_03927--XP_394008.3_APIME	298
Cflo_03926--XP_394008.3_APIME	3532
Cflo_03925--XP_001121591.1_APIME	786
Cflo_03922--XP_001121656.1_APIME	732
Cflo_03919--BGIBMGA008917-PA_BOMMO	1684
Cflo_03918--XP_392018.2_APIME	142
Cflo_03917--XP_392018.2_APIME	1315
Cflo_03915--XP_394011.3_APIME	1726
Cflo_03913--XP_394013.3_APIME	1847
Cflo_03910--XP_001121886.1_APIME	995
Cflo_03909--XP_394016.2_APIME	606
Cflo_03907--XP_392019.3_APIME	6611
Cflo_03911--XP_394014.2_APIME	1725
Cflo_03912--NA	255
Cflo_03914--XP_394012.1_APIME	632
Cflo_03916--XP_316030.4_ANOGA	2200
Cflo_03921--XP_001601260.1_NASVI	415
Cflo_03923--XP_001601260.1_NASVI	1075
Cflo_03924--XP_394009.2_APIME	1391
Cflo_03931--XP_001946434.1_ACYPI	612
Cflo_03932--XP_394017.3_APIME	2094
Cflo_03933--XP_001120731.1_APIME	2237
Cflo_03938--XP_394018.2_APIME	1789
Cflo_03940--XP_396906.2_APIME	3533
Cflo_03941--XP_624931.2_APIME	2705
Cflo_03942--XP_624931.2_APIME	1317
Cflo_03945--XP_396955.3_APIME	2374
Cflo_03946--XP_001120764.1_APIME	1481
Cflo_03948--XP_001120664.1_APIME	451
Cflo_06010--XP_623443.2_APIME	358
Cflo_06009--XP_623443.2_APIME	1431
Cflo_06008--NP_001011574.1_APIME	1884
Cflo_06007--NA	345
Cflo_06006--NA	388
Cflo_06001--XP_393583.1_APIME	744
Cflo_05999--XP_001121564.1_APIME	2384
Cflo_05998--XP_396938.2_APIME	2144
Cflo_05996--XP_392454.2_APIME	5265
Cflo_05993--XP_001604498.1_NASVI	970
Cflo_05991--XP_623281.1_APIME	5713
Cflo_05990--XP_395531.2_APIME	1662
Cflo_05984--XP_625138.2_APIME	1357
Cflo_05983--XP_001123318.1_APIME	5369
Cflo_05980--XP_001122507.1_APIME	428
Cflo_05978--XP_624673.2_APIME	1540
Cflo_05976--XP_395536.2_APIME	951
Cflo_05975--XP_623083.1_APIME	2452
Cflo_05974--XP_623083.1_APIME	780
Cflo_05973--XP_001122915.1_APIME	4148
Cflo_05972--XP_001122818.1_APIME	1252
Cflo_05977--XP_394562.1_APIME	649
Cflo_05979--XP_395892.2_APIME	1465
Cflo_05981--XP_001122497.1_APIME	1318
Cflo_05982--NP_001035347.1_APIME	1571
Cflo_05986--XP_623227.1_APIME	276
Cflo_05987--XP_395639.3_APIME	5724
Cflo_05988--XP_395639.3_APIME	1535
Cflo_05989--XP_001120793.1_APIME	1387
Cflo_05992--XP_001121016.1_APIME	636
Cflo_05995--XP_394693.2_APIME	2756
Cflo_05997--XP_396937.3_APIME	2237
Cflo_06000--XP_001121144.1_APIME	324
Cflo_06002--XP_393584.3_APIME	1545
Cflo_06003--XP_001120140.1_APIME	465
Cflo_06005--NA	580
Cflo_08291--XP_392564.1_APIME	544
Cflo_08289--XP_397291.2_APIME	900
Cflo_08287--XP_001121003.1_APIME	4438
Cflo_08286--XP_001947918.1_ACYPI	912
Cflo_08284--XP_395109.2_APIME	4230
Cflo_08281--XP_395252.2_APIME	564
Cflo_08280--XP_623184.1_APIME	1214
Cflo_08278--XP_624424.1_APIME	703
Cflo_08277--XP_624398.1_APIME	1301
Cflo_08276--XP_624372.1_APIME	1033
Cflo_08275--XP_001121883.1_APIME	2896
Cflo_08274--XP_393687.3_APIME	837
Cflo_08273--XP_393687.3_APIME	181
Cflo_08272--XP_393687.3_APIME	5035
Cflo_08271--XP_624352.1_APIME	1563
Cflo_08269--XP_393654.3_APIME	1566
Cflo_08267--XP_391838.2_APIME	599
Cflo_08266--XP_623722.1_APIME	2764
Cflo_08263--XP_625037.1_APIME	3354
Cflo_08261--XP_001604942.1_NASVI	1596
Cflo_08260--XP_001608304.1_NASVI	319
Cflo_08262--XP_625042.2_APIME	885
Cflo_08264--XP_391840.3_APIME	1264
Cflo_08265--XP_001122389.1_APIME	1098
Cflo_08268--XP_624995.2_APIME	2298
Cflo_08270--XP_623050.1_APIME	781
Cflo_08279--XP_395253.2_APIME	1256
Cflo_08282--XP_396017.2_APIME	1874
Cflo_08285--XP_623824.1_APIME	1788
Cflo_08288--XP_623902.1_APIME	777
Cflo_08290--XP_396967.3_APIME	2569
Cflo_08292--XP_623141.1_APIME	1741
Cflo_08293--XP_392319.3_APIME	554
Cflo_08294--XP_392319.3_APIME	1073
Cflo_08295--XP_392319.3_APIME	290
Cflo_04922--XP_001603889.1_NASVI	1529
Cflo_04919--XP_001119840.1_APIME	369
Cflo_04917--XP_001122509.1_APIME	737
Cflo_04912--XP_001121050.1_APIME	517
Cflo_04911--XP_001120480.1_APIME	656
Cflo_04910--XP_001123033.1_APIME	1201
Cflo_04908--XP_624175.2_APIME	1225
Cflo_04907--XP_001119822.1_APIME	349
Cflo_04906--XP_392982.3_APIME	1840
Cflo_04903--XP_393510.1_APIME	747
Cflo_04902--XP_624124.2_APIME	1952
Cflo_04901--XP_397143.2_APIME	2174
Cflo_04899--XP_623658.1_APIME	784
Cflo_04896--XP_624893.1_APIME	578
Cflo_04895--XP_624903.1_APIME	986
Cflo_04889--XP_393381.2_APIME	893
Cflo_04890--XP_001119993.1_APIME	1055
Cflo_04891--XP_624876.2_APIME	1897
Cflo_04892--XP_624940.1_APIME	1304
Cflo_04893--XP_624925.2_APIME	2342
Cflo_04894--XP_001122362.1_APIME	722
Cflo_04897--XP_001123110.1_APIME	2030
Cflo_04898--XP_623495.1_APIME	1840
Cflo_04900--XP_001119998.1_APIME	491
Cflo_04904--XP_393511.1_APIME	460
Cflo_04905--XP_397124.3_APIME	2671
Cflo_04913--XP_001122476.1_APIME	856
Cflo_04914--XP_394243.3_APIME	1915
Cflo_04915--NA	316
Cflo_04918--XP_623918.2_APIME	2939
Cflo_04920--XP_394964.3_APIME	1239
Cflo_04921--XP_001120849.1_APIME	2261
Cflo_08663--FBpp0112982_DROME	600
Cflo_08661--XP_624351.2_APIME	1251
Cflo_08659--XP_395007.3_APIME	14397
Cflo_08658--XP_395831.3_APIME	2646
Cflo_08656--XP_392765.3_APIME	8059
Cflo_08655--XP_001123124.1_APIME	1912
Cflo_08654--FBpp0078163_DROME	356
Cflo_08653--XP_001603731.1_NASVI	1731
Cflo_08651--XP_396990.2_APIME	951
Cflo_08648--XP_396990.2_APIME	3426
Cflo_08646--XP_001121049.1_APIME	425
Cflo_08644--XP_397369.2_APIME	2151
Cflo_08643--XP_395779.3_APIME	317
Cflo_08641--XP_397391.2_APIME	1739
Cflo_08640--NA	484
Cflo_08639--XP_395172.2_APIME	1057
Cflo_08638--NA	5450
Cflo_08633--XP_625137.2_APIME	975
Cflo_08634--XP_625137.2_APIME	1166
Cflo_08635--XP_625137.2_APIME	990
Cflo_08637--XP_625137.2_APIME	939
Cflo_08642--XP_001122638.1_APIME	746
Cflo_08645--XP_001605615.1_NASVI	1703
Cflo_08647--NA	1086
Cflo_08649--XP_001120657.1_APIME	1263
Cflo_08650--XP_001120657.1_APIME	1489
Cflo_08657--XP_624114.1_APIME	482
Cflo_08660--XP_393865.1_APIME	1200
Cflo_08662--XP_396074.2_APIME	1586
Cflo_07672--XP_392406.1_APIME	581
Cflo_07668--XP_623454.1_APIME	1496
Cflo_07667--XP_001120237.1_APIME	735
Cflo_07665--XP_393231.3_APIME	2699
Cflo_07663--XP_394906.2_APIME	898
Cflo_07661--FBpp0288445_DROME	10469
Cflo_07659--XP_001120670.1_APIME	945
Cflo_07658--FBpp0079575_DROME	668
Cflo_07656--XP_395697.2_APIME	908
Cflo_07654--XP_395696.2_APIME	840
Cflo_07652--XP_001121704.1_APIME	3415
Cflo_07650--XP_623951.1_APIME	576
Cflo_07648--XP_624652.1_APIME	1066
Cflo_07647--XP_393238.1_APIME	3123
Cflo_07646--XP_396175.2_APIME	1568
Cflo_07645--XP_001122590.1_APIME	2304
Cflo_07649--XP_623971.1_APIME	2082
Cflo_07651--XP_001120699.1_APIME	1307
Cflo_07653--XP_001121699.1_APIME	1004
Cflo_07655--XP_394559.1_APIME	1063
Cflo_07657--XP_391986.3_APIME	2270
Cflo_07660--XP_001120568.1_APIME	220
Cflo_07662--XP_396991.3_APIME	2301
Cflo_07664--XP_001120633.1_APIME	1845
Cflo_07666--XP_397600.3_APIME	3253
Cflo_07669--XP_394622.1_APIME	1806
Cflo_07670--NA	600
Cflo_07671--FBpp0077931_DROME	458
Cflo_07673--NA	278
Cflo_08599--XP_392642.2_APIME	2483
Cflo_08596--XP_623692.1_APIME	2532
Cflo_08593--XP_001606032.1_NASVI	1248
Cflo_08589--XP_001122827.1_APIME	3806
Cflo_08588--XP_395202.2_APIME	2045
Cflo_08587--NA	375
Cflo_08586--XP_001599516.1_NASVI	1235
Cflo_08584--XP_624173.1_APIME	716
Cflo_08582--XP_624874.1_APIME	2961
Cflo_08581--XP_001120471.1_APIME	764
Cflo_08576--XP_396350.1_APIME	900
Cflo_08575--FBpp0080471_DROME	2507
Cflo_08573--XP_001122582.1_APIME	556
Cflo_08578--NA	1601
Cflo_08579--XP_395499.2_APIME	1493
Cflo_08580--XP_392840.2_APIME	2747
Cflo_08583--XP_001122288.1_APIME	1071
Cflo_08585--XP_396091.2_APIME	1021
Cflo_08590--XP_393282.3_APIME	1118
Cflo_08591--XP_393282.3_APIME	1866
Cflo_08592--XP_001121456.1_APIME	1461
Cflo_08595--XP_392643.3_APIME	497
Cflo_08597--XP_625187.2_APIME	249
Cflo_08598--XP_395052.1_APIME	936
Cflo_08600--XP_001123174.1_APIME	1259
Cflo_08601--XP_001123174.1_APIME	643
Cflo_09582--XP_001120546.1_APIME	184
Cflo_09579--NP_001011625.1_APIME	840
Cflo_09575--NA	203
Cflo_09574--XP_394921.2_APIME	1638
Cflo_09572--XP_624818.1_APIME	652
Cflo_09566--XP_396184.3_APIME	2437
Cflo_09562--XP_001607345.1_NASVI	1605
Cflo_09559--XP_397437.3_APIME	2376
Cflo_09558--XP_001121570.1_APIME	2497
Cflo_09556--XP_397338.2_APIME	506
Cflo_09557--XP_623915.1_APIME	2203
Cflo_09560--XP_396039.3_APIME	1853
Cflo_09563--XP_395551.3_APIME	897
Cflo_09564--XP_624647.1_APIME	485
Cflo_09565--XP_395967.2_APIME	1503
Cflo_09567--XP_624853.2_APIME	2604
Cflo_09570--XP_624738.1_APIME	1865
Cflo_09571--XP_001119950.1_APIME	3685
Cflo_09573--XP_001121104.1_APIME	496
Cflo_09576--XP_395158.3_APIME	575
Cflo_09577--XP_623386.1_APIME	2536
Cflo_09578--XP_001121099.1_APIME	1004
Cflo_09580--XP_001120453.1_APIME	553
Cflo_09581--XP_001120503.1_APIME	3137
Cflo_10358--XP_001123321.1_APIME	752
Cflo_10356--XP_001121522.1_APIME	270
Cflo_10353--XP_623880.1_APIME	2336
Cflo_10350--NA	184
Cflo_10348--XP_397246.3_APIME	2792
Cflo_10346--XP_623619.1_APIME	323
Cflo_10345--XP_623619.1_APIME	323
Cflo_10344--XP_623619.1_APIME	1129
Cflo_10343--NA	2275
Cflo_10339--NA	230
Cflo_10340--FBpp0070948_DROME	1442
Cflo_10341--XP_624815.1_APIME	2848
Cflo_10342--XP_624797.1_APIME	1273
Cflo_10349--XP_001947795.1_ACYPI	291
Cflo_10351--XP_623281.1_APIME	4136
Cflo_10352--XP_625146.1_APIME	734
Cflo_10354--XP_001605891.1_NASVI	647
Cflo_10355--XP_396617.3_APIME	1485
Cflo_10357--NA	3304
Cflo_10359--NP_001013377.1_APIME	1167
Cflo_10360--NP_001013377.1_APIME	1191
Cflo_07534--XP_397465.3_APIME	2163
Cflo_07532--XP_001122030.1_APIME	468
Cflo_07529--NA	768
Cflo_07528--XP_001121328.1_APIME	1691
Cflo_07526--XP_001607201.1_NASVI	1093
Cflo_07525--XP_001121589.1_APIME	2594
Cflo_07522--XP_393507.2_APIME	932
Cflo_07519--XP_001122094.1_APIME	942
Cflo_07518--XP_001120846.1_APIME	458
Cflo_07516--XP_393763.2_APIME	2974
Cflo_07511--XP_001121979.1_APIME	209
Cflo_07512--XP_392519.1_APIME	1446
Cflo_07513--NA	382
Cflo_07515--XP_391881.2_APIME	1976
Cflo_07517--XP_393764.1_APIME	548
Cflo_07520--NA	200
Cflo_07521--XP_391882.2_APIME	3240
Cflo_07523--XP_624611.2_APIME	2701
Cflo_07524--XP_393252.3_APIME	12302
Cflo_07527--XP_624668.2_APIME	1582
Cflo_07531--FBpp0075878_DROME	900
Cflo_07533--XP_625025.2_APIME	2880
Cflo_05573--XP_394113.2_APIME	395
Cflo_05571--XP_623717.2_APIME	766
Cflo_05563--XP_624637.1_APIME	1188
Cflo_05558--XP_394060.3_APIME	1295
Cflo_05557--XP_394061.2_APIME	1018
Cflo_05554--XP_394063.3_APIME	3880
Cflo_05553--XP_394063.3_APIME	238
Cflo_05559--XP_001121657.1_APIME	915
Cflo_05562--XP_001121408.1_APIME	907
Cflo_05564--XP_001121340.1_APIME	8990
Cflo_05565--XP_623948.1_APIME	1751
Cflo_05566--XP_395928.3_APIME	1468
Cflo_05567--XP_625223.1_APIME	387
Cflo_05568--BGIBMGA006856-PA_BOMMO	3955
Cflo_05569--XP_394085.2_APIME	659
Cflo_05570--XP_397551.3_APIME	247
Cflo_05572--XP_001120689.1_APIME	909
Cflo_05574--XP_394938.2_APIME	3435
Cflo_05232--XP_392577.3_APIME	2019
Cflo_05229--XP_393890.1_APIME	1868
Cflo_05226--XP_392974.3_APIME	1072
Cflo_05225--XP_391948.2_APIME	339
Cflo_05224--XP_001122418.1_APIME	433
Cflo_05222--XP_001122399.1_APIME	211
Cflo_05221--XP_001122391.1_APIME	339
Cflo_05213--XP_001122308.1_APIME	3829
Cflo_05209--XP_625248.2_APIME	512
Cflo_05212--NA	722
Cflo_05215--XP_001122324.1_APIME	2571
Cflo_05216--XP_001122324.1_APIME	274
Cflo_05218--XP_391947.2_APIME	2424
Cflo_05219--XP_623899.2_APIME	2084
Cflo_05220--XP_393888.2_APIME	6655
Cflo_05228--XP_391949.3_APIME	3447
Cflo_05231--XP_394870.3_APIME	2830
Cflo_11872--XP_394148.3_APIME	517
Cflo_11871--XP_624038.2_APIME	633
Cflo_11867--XP_001119932.1_APIME	1294
Cflo_11866--XP_001119932.1_APIME	282
Cflo_11862--XP_397419.3_APIME	4403
Cflo_11860--XP_624366.1_APIME	1193
Cflo_11858--XP_624384.2_APIME	2415
Cflo_11855--XP_625100.1_APIME	745
Cflo_11854--NA	288
Cflo_11856--XP_001122997.1_APIME	1443
Cflo_11857--XP_624338.1_APIME	1077
Cflo_11859--XP_001121502.1_APIME	2885
Cflo_11861--XP_001601070.1_NASVI	673
Cflo_11863--XP_624970.2_APIME	1621
Cflo_11864--XP_397422.1_APIME	1785
Cflo_11865--XP_396284.2_APIME	3526
Cflo_11868--XP_397552.3_APIME	1484
Cflo_11869--NA	675
Cflo_11870--XP_392585.3_APIME	1532
Cflo_06469--XP_001120877.1_APIME	979
Cflo_06468--XP_001602057.1_NASVI	4013
Cflo_06467--XP_001122143.1_APIME	3453
Cflo_06464--XP_623660.2_APIME	881
Cflo_06461--XP_624693.1_APIME	945
Cflo_06460--XP_001122903.1_APIME	929
Cflo_06459--XP_001600939.1_NASVI	376
Cflo_06457--XP_395342.3_APIME	2000
Cflo_06456--XP_001120610.1_APIME	381
Cflo_06453--XP_397337.2_APIME	657
Cflo_06452--XP_397338.2_APIME	1006
Cflo_06454--XP_001608011.1_NASVI	669
Cflo_06455--XP_001120478.1_APIME	1443
Cflo_06458--XP_001121374.1_APIME	870
Cflo_06462--NA	453
Cflo_06463--XP_394673.2_APIME	2165
Cflo_06466--XP_392530.2_APIME	638
Cflo_06470--XP_001120720.1_APIME	2252
Cflo_06423--NA	368
Cflo_06420--XP_392078.2_APIME	315
Cflo_06413--XP_397234.2_APIME	1354
Cflo_06411--NA	539
Cflo_06410--XP_394668.2_APIME	1777
Cflo_06405--XP_392434.3_APIME	4237
Cflo_06406--XP_001120459.1_APIME	6546
Cflo_06407--XP_392436.3_APIME	395
Cflo_06408--XP_392436.3_APIME	3127
Cflo_06409--XP_392437.2_APIME	666
Cflo_06412--XP_001120799.1_APIME	455
Cflo_06414--XP_393122.3_APIME	1408
Cflo_06415--XP_394096.2_APIME	1254
Cflo_06416--NA	671
Cflo_06421--XP_623901.1_APIME	4234
Cflo_06422--XP_623957.2_APIME	13333
Cflo_06424--XP_001121077.1_APIME	770
Cflo_06426--XP_624342.1_APIME	1348
Cflo_07696--XP_623797.1_APIME	429
Cflo_07690--NA	245
Cflo_07678--XP_393527.3_APIME	2112
Cflo_07676--XP_623591.2_APIME	1576
Cflo_07675--XP_392606.3_APIME	3623
Cflo_07674--XP_001120363.1_APIME	348
Cflo_07677--XP_392607.2_APIME	2484
Cflo_07680--XP_393093.3_APIME	1228
Cflo_07681--XP_393093.3_APIME	616
Cflo_07682--XP_623335.1_APIME	821
Cflo_07683--XP_396603.3_APIME	3942
Cflo_07686--NA	388
Cflo_07687--XP_001122560.1_APIME	1497
Cflo_07688--XP_001122560.1_APIME	648
Cflo_07689--XP_001122560.1_APIME	1091
Cflo_07692--XP_394659.3_APIME	1034
Cflo_07695--XP_394659.3_APIME	2306
Cflo_11301--XP_624794.1_APIME	683
Cflo_11300--NP_001035323.1_APIME	1261
Cflo_11298--XP_624411.2_APIME	915
Cflo_11296--NA	424
Cflo_11295--NP_116228.1_HUMAN	970
Cflo_11294--XP_001122146.1_APIME	7585
Cflo_11290--XP_624373.2_APIME	1011
Cflo_11288--XP_001122122.1_APIME	820
Cflo_11289--XP_395257.2_APIME	914
Cflo_11291--XP_001123194.1_APIME	5070
Cflo_11292--XP_001121410.1_APIME	693
Cflo_11293--XP_001121995.1_APIME	707
Cflo_11297--XP_001122113.1_APIME	442
Cflo_11299--XP_397129.3_APIME	1465
Cflo_11302--XP_001120326.1_APIME	986
Cflo_04845--XP_001600027.1_NASVI	280
Cflo_04844--XP_391970.3_APIME	1810
Cflo_04843--XP_391970.3_APIME	861
Cflo_04840--XP_392081.2_APIME	3099
Cflo_04839--XP_395378.3_APIME	1590
Cflo_04837--XP_623269.1_APIME	440
Cflo_04835--XP_394861.3_APIME	1144
Cflo_04834--XP_393451.3_APIME	824
Cflo_04833--XP_001120241.1_APIME	328
Cflo_04831--XP_393918.3_APIME	1831
Cflo_04832--XP_392578.3_APIME	1640
Cflo_04836--XP_395163.2_APIME	707
Cflo_04838--XP_395377.3_APIME	1621
Cflo_04842--XP_393922.2_APIME	1865
Cflo_04849--NA	239
Cflo_04853--XP_001121979.1_APIME	391
Cflo_05686--XP_394859.1_APIME	999
Cflo_05685--XP_394859.1_APIME	1005
Cflo_05684--XP_394859.1_APIME	1005
Cflo_05676--XP_394208.3_APIME	1707
Cflo_05672--XP_392144.2_APIME	1038
Cflo_05674--XP_392144.2_APIME	2801
Cflo_05675--XP_392143.1_APIME	591
Cflo_05679--NA	873
Cflo_05681--NA	742
Cflo_05682--XP_624859.1_APIME	326
Cflo_05683--XP_395234.3_APIME	1298
Cflo_05687--XP_623361.2_APIME	1615
Cflo_05708--XP_001121088.1_APIME	750
Cflo_05705--XP_001600158.1_NASVI	1891
Cflo_05702--XP_623925.2_APIME	1036
Cflo_05695--XP_394285.3_APIME	1460
Cflo_05692--XP_396810.3_APIME	1212
Cflo_05689--NA	136
Cflo_05688--XP_394552.3_APIME	1481
Cflo_05693--XP_623904.1_APIME	1022
Cflo_05694--XP_397176.2_APIME	2173
Cflo_05697--XP_392197.1_APIME	307
Cflo_05699--XP_397193.3_APIME	4289
Cflo_05700--XP_001122450.1_APIME	379
Cflo_05703--XP_001122450.1_APIME	1253
Cflo_05707--XP_001119947.1_APIME	464
Cflo_09474--XP_623626.1_APIME	779
Cflo_09473--XP_001122522.1_APIME	1563
Cflo_09472--XP_395765.1_APIME	820
Cflo_09470--XP_395765.1_APIME	826
Cflo_09469--XP_395457.2_APIME	2287
Cflo_09467--FBpp0073924_DROME	517
Cflo_09463--XP_391853.2_APIME	1736
Cflo_09462--NA	236
Cflo_09464--NA	2804
Cflo_09465--NA	258
Cflo_09466--XP_392490.3_APIME	10132
Cflo_09468--XP_001121288.1_APIME	1211
Cflo_09471--XP_395765.1_APIME	238
Cflo_05450--XP_001119858.1_APIME	511
Cflo_05446--XP_001600545.1_NASVI	2981
Cflo_05445--NA	202
Cflo_05440--NA	269
Cflo_05441--NA	419
Cflo_05443--NA	437
Cflo_05451--XP_001119986.1_APIME	366
Cflo_05452--XP_001119926.1_APIME	2335
Cflo_05453--XP_623622.1_APIME	583
Cflo_05457--XP_623576.2_APIME	4197
Cflo_07450--XP_393988.3_APIME	10155
Cflo_07448--XP_396453.2_APIME	1211
Cflo_07447--XP_396453.2_APIME	411
Cflo_07446--XP_395512.3_APIME	3217
Cflo_07444--XP_394712.3_APIME	736
Cflo_07443--XP_394712.3_APIME	1057
Cflo_07441--XP_625010.2_APIME	1461
Cflo_07437--XP_394734.3_APIME	2143
Cflo_07435--XP_394733.2_APIME	622
Cflo_07436--XP_001605689.1_NASVI	208
Cflo_07440--XP_001121815.1_APIME	1114
Cflo_07449--XP_001120142.1_APIME	351
Cflo_10539--XP_395698.2_APIME	1421
Cflo_10537--XP_393125.2_APIME	1713
Cflo_10531--XP_624164.1_APIME	1397
Cflo_10528--XP_001121737.1_APIME	1270
Cflo_10525--NA	304
Cflo_10526--XP_623850.2_APIME	2752
Cflo_10530--XP_395806.3_APIME	822
Cflo_10532--XP_396044.3_APIME	1139
Cflo_10533--XP_396754.3_APIME	905
Cflo_10535--XP_001122672.1_APIME	754
Cflo_10536--XP_001122457.1_APIME	4472
Cflo_10538--XP_001122640.1_APIME	395
Cflo_03594--XP_623522.2_APIME	374
Cflo_03592--XP_001122098.1_APIME	332
Cflo_03591--BGIBMGA005341-PA_BOMMO	528
Cflo_03587--NA	615
Cflo_03585--XP_623063.1_APIME	335
Cflo_03584--XP_001606912.1_NASVI	1482
Cflo_03586--NA	450
Cflo_03590--XP_394358.3_APIME	5117
Cflo_03596--NA	381
Cflo_06353--XP_001119872.1_APIME	608
Cflo_06351--XP_391897.3_APIME	2779
Cflo_06349--XP_623259.1_APIME	420
Cflo_06348--XP_001123290.1_APIME	1230
Cflo_06347--XP_623418.1_APIME	1130
Cflo_06345--XP_001120329.1_APIME	471
Cflo_06344--XP_001120215.1_APIME	1318
Cflo_06346--XP_396142.3_APIME	1443
Cflo_06350--XP_393787.2_APIME	542
Cflo_06352--NP_001011634.1_APIME	1275
Cflo_11821--XP_393553.3_APIME	2754
Cflo_11820--XP_393553.3_APIME	2511
Cflo_11817--XP_001600284.1_NASVI	216
Cflo_11816--XP_001123194.1_APIME	1320
Cflo_11814--XP_391964.3_APIME	727
Cflo_11812--XP_391963.3_APIME	1379
Cflo_11811--XP_001120213.1_APIME	526
Cflo_11813--XP_624635.1_APIME	776
Cflo_11815--NA	159
Cflo_11819--XP_001120793.1_APIME	1687
Cflo_10405--NA	317
Cflo_10402--XP_001121461.1_APIME	2219
Cflo_10400--NA	306
Cflo_10399--XP_001122415.1_APIME	1585
Cflo_10396--NA	320
Cflo_10395--XP_393350.3_APIME	2731
Cflo_10398--NA	717
Cflo_10401--XP_001121387.1_APIME	1305
Cflo_10404--XP_392443.3_APIME	1069
Cflo_10406--XP_001600145.1_NASVI	469
Cflo_10420--XP_394081.2_APIME	1130
Cflo_10419--XP_394081.2_APIME	262
Cflo_10418--XP_394081.2_APIME	323
Cflo_10417--XP_394081.2_APIME	1298
Cflo_10416--XP_394081.2_APIME	314
Cflo_10414--XP_394081.2_APIME	929
Cflo_10411--XP_394081.2_APIME	559
Cflo_10408--NP_001035324.1_APIME	874
Cflo_08334--XP_392283.2_APIME	3200
Cflo_08333--XP_394432.3_APIME	130
Cflo_08332--XP_394432.3_APIME	223
Cflo_08331--XP_001121486.1_APIME	1591
Cflo_08329--XP_394430.3_APIME	3516
Cflo_08335--XP_001120834.1_APIME	1590
Cflo_08336--XP_001120284.1_APIME	948
Cflo_08337--XP_395716.3_APIME	1605
Cflo_08338--XP_396709.3_APIME	3565
Cflo_11962--XP_397197.3_APIME	2430
Cflo_11961--XP_624115.1_APIME	1032
Cflo_11960--NA	488
Cflo_11955--XP_393751.1_APIME	2030
Cflo_11954--XP_391873.1_APIME	1607
Cflo_11956--XP_391872.1_APIME	963
Cflo_11957--XP_391872.1_APIME	727
Cflo_11958--XP_624172.1_APIME	914
Cflo_11959--FBpp0080898_DROME	442
Cflo_10730--XP_394125.3_APIME	1961
Cflo_10729--NA	492
Cflo_10728--XP_001120278.1_APIME	868
Cflo_10727--XP_001120278.1_APIME	494
Cflo_10726--NA	343
Cflo_10723--XP_001120019.1_APIME	1198
Cflo_10721--XP_001121364.1_APIME	517
Cflo_10725--XP_397238.1_APIME	491
Cflo_10885--XP_001605407.1_NASVI	1732
Cflo_10884--XP_001123214.1_APIME	456
Cflo_10886--XP_396901.2_APIME	2142
Cflo_10887--XP_001121388.1_APIME	1241
Cflo_10889--XP_625138.2_APIME	523
Cflo_10890--XP_625112.2_APIME	1596
Cflo_10891--XP_396024.3_APIME	786
Cflo_07510--NA	2392
Cflo_07509--XP_001944663.1_ACYPI	851
Cflo_07507--XP_624967.1_APIME	2994
Cflo_07504--XP_394631.3_APIME	10509
